"","Site","bins","bin.lag","sqID","Quarter","taxnovel","funcnovel","Country","HydroBasin","TS_Length","Yrs_passed","Yr_pos","bin.lagS","Yrs_passedS","logYr_posS"
"G10179 Q3.G10179 Q3.1067","G10179",2008,2,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,6,4,0.48797983446387,-0.275221698566214,-0.319083034472825
"G10179 Q3.G10179 Q3.1068","G10179",2009,1,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,7,5,-0.374789416551989,-0.120858783856235,-0.0481501092455202
"G10179 Q3.G10179 Q3.1070","G10179",2011,2,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,9,6,0.48797983446387,0.187867045563723,0.173218209145301
"G10179 Q3.G10179 Q3.1071","G10179",2012,1,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,10,7,-0.374789416551989,0.342229960273702,0.360382455503323
"G10179 Q3.G10179 Q3.1072","G10179",2013,1,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,11,8,-0.374789416551989,0.496592874983681,0.522511500238724
"G10179 Q3.G10179 Q3.1073","G10179",2014,1,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,12,9,-0.374789416551989,0.65095578969366,0.665519452763427
"G10179 Q3.G10179 Q3.1074","G10179",2015,1,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,13,10,-0.374789416551989,0.805318704403639,0.79344442546603
"G10179 Q3.G10179 Q3.1077","G10179",2018,3,"G10179 Q3",3,FALSE,FALSE,"SWE",2080030160,11,16,11,1.35074908547973,1.26840744853358,0.909166639557555
"G10179 Q4.G10179 Q4.1056","G10179",1993,2,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G10179 Q4.G10179 Q4.1057","G10179",1994,1,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10179 Q4.G10179 Q4.1058","G10179",1995,1,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G10179 Q4.G10179 Q4.1059","G10179",1998,3,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,5,4,1.35074908547973,-0.429584613276193,-0.319083034472825
"G10179 Q4.G10179 Q4.1060","G10179",2000,2,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,7,5,0.48797983446387,-0.120858783856235,-0.0481501092455202
"G10179 Q4.G10179 Q4.1062","G10179",2003,3,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,10,6,1.35074908547973,0.342229960273702,0.173218209145301
"G10179 Q4.G10179 Q4.1064","G10179",2005,2,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,12,7,0.48797983446387,0.65095578969366,0.360382455503323
"G10179 Q4.G10179 Q4.1066","G10179",2007,2,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,14,8,0.48797983446387,0.959681619113618,0.522511500238724
"G10179 Q4.G10179 Q4.1069","G10179",2010,3,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,17,9,1.35074908547973,1.42277036324355,0.665519452763427
"G10179 Q4.G10179 Q4.1075","G10179",2016,6,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,23,10,3.93905683852731,2.34894785150343,0.79344442546603
"G10179 Q4.G10179 Q4.1076","G10179",2017,1,"G10179 Q4",4,FALSE,FALSE,"SWE",2080030160,11,24,11,-0.374789416551989,2.50331076621341,0.909166639557555
"G10180 Q4.G10180 Q4.1078","G10180",2000,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G10180 Q4.G10180 Q4.1079","G10180",2002,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G10180 Q4.G10180 Q4.1080","G10180",2003,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,3,3,-0.374789416551989,-0.738310442696151,-0.668376325566249
"G10180 Q4.G10180 Q4.1081","G10180",2005,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,5,4,0.48797983446387,-0.429584613276193,-0.319083034472825
"G10180 Q4.G10180 Q4.1082","G10180",2007,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,7,5,0.48797983446387,-0.120858783856235,-0.0481501092455202
"G10180 Q4.G10180 Q4.1083","G10180",2009,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,9,6,0.48797983446387,0.187867045563723,0.173218209145301
"G10180 Q4.G10180 Q4.1084","G10180",2010,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,10,7,-0.374789416551989,0.342229960273702,0.360382455503323
"G10180 Q4.G10180 Q4.1085","G10180",2012,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,12,8,0.48797983446387,0.65095578969366,0.522511500238724
"G10180 Q4.G10180 Q4.1086","G10180",2013,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,13,9,-0.374789416551989,0.805318704403639,0.665519452763427
"G10180 Q4.G10180 Q4.1087","G10180",2014,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,14,10,-0.374789416551989,0.959681619113618,0.79344442546603
"G10180 Q4.G10180 Q4.1088","G10180",2016,2,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,16,11,0.48797983446387,1.26840744853358,0.909166639557555
"G10180 Q4.G10180 Q4.1089","G10180",2017,1,"G10180 Q4",4,FALSE,FALSE,"SWE",2080030160,12,17,12,-0.374789416551989,1.42277036324355,1.01481274385685
"G10181 Q3.G10181 Q3.1090","G10181",2004,2,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G10181 Q3.G10181 Q3.1092","G10181",2006,2,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G10181 Q3.G10181 Q3.1094","G10181",2008,2,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,4,3,0.48797983446387,-0.583947527986172,-0.668376325566249
"G10181 Q3.G10181 Q3.1095","G10181",2009,1,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,5,4,-0.374789416551989,-0.429584613276193,-0.319083034472825
"G10181 Q3.G10181 Q3.1097","G10181",2011,2,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,7,5,0.48797983446387,-0.120858783856235,-0.0481501092455202
"G10181 Q3.G10181 Q3.1098","G10181",2012,1,"G10181 Q3",3,TRUE,FALSE,"SWE",2080030160,10,8,6,-0.374789416551989,0.0335041308537439,0.173218209145301
"G10181 Q3.G10181 Q3.1099","G10181",2013,1,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,9,7,-0.374789416551989,0.187867045563723,0.360382455503323
"G10181 Q3.G10181 Q3.1100","G10181",2014,1,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,10,8,-0.374789416551989,0.342229960273702,0.522511500238724
"G10181 Q3.G10181 Q3.1101","G10181",2015,1,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,11,9,-0.374789416551989,0.496592874983681,0.665519452763427
"G10181 Q3.G10181 Q3.1104","G10181",2018,3,"G10181 Q3",3,FALSE,FALSE,"SWE",2080030160,10,14,10,1.35074908547973,0.959681619113618,0.79344442546603
"G10181 Q4.G10181 Q4.1091","G10181",2005,2,"G10181 Q4",4,FALSE,FALSE,"SWE",2080030160,5,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G10181 Q4.G10181 Q4.1093","G10181",2007,2,"G10181 Q4",4,FALSE,FALSE,"SWE",2080030160,5,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G10181 Q4.G10181 Q4.1096","G10181",2010,3,"G10181 Q4",4,FALSE,FALSE,"SWE",2080030160,5,5,3,1.35074908547973,-0.429584613276193,-0.668376325566249
"G10181 Q4.G10181 Q4.1102","G10181",2016,6,"G10181 Q4",4,FALSE,FALSE,"SWE",2080030160,5,11,4,3.93905683852731,0.496592874983681,-0.319083034472825
"G10181 Q4.G10181 Q4.1103","G10181",2017,1,"G10181 Q4",4,FALSE,FALSE,"SWE",2080030160,5,12,5,-0.374789416551989,0.65095578969366,-0.0481501092455202
"G10184 Q3.G10184 Q3.1111","G10184",2007,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G10184 Q3.G10184 Q3.1112","G10184",2008,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10184 Q3.G10184 Q3.1113","G10184",2009,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G10184 Q3.G10184 Q3.1114","G10184",2010,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G10184 Q3.G10184 Q3.1115","G10184",2011,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G10184 Q3.G10184 Q3.1116","G10184",2012,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G10184 Q3.G10184 Q3.1117","G10184",2013,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G10184 Q3.G10184 Q3.1118","G10184",2014,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G10184 Q3.G10184 Q3.1119","G10184",2015,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G10184 Q3.G10184 Q3.1121","G10184",2017,2,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,10,10,0.48797983446387,0.342229960273702,0.79344442546603
"G10184 Q3.G10184 Q3.1122","G10184",2018,1,"G10184 Q3",3,FALSE,FALSE,"SWE",2080030160,11,11,11,-0.374789416551989,0.496592874983681,0.909166639557555
"G10184 Q4.G10184 Q4.1105","G10184",1998,3,"G10184 Q4",4,TRUE,FALSE,"SWE",2080030160,7,0,1,1.35074908547973,-1.20139918682609,-2.00227210389592
"G10184 Q4.G10184 Q4.1106","G10184",1999,1,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10184 Q4.G10184 Q4.1107","G10184",2000,1,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G10184 Q4.G10184 Q4.1108","G10184",2002,2,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,4,4,0.48797983446387,-0.583947527986172,-0.319083034472825
"G10184 Q4.G10184 Q4.1109","G10184",2003,1,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,5,5,-0.374789416551989,-0.429584613276193,-0.0481501092455202
"G10184 Q4.G10184 Q4.1110","G10184",2005,2,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,7,6,0.48797983446387,-0.120858783856235,0.173218209145301
"G10184 Q4.G10184 Q4.1120","G10184",2016,11,"G10184 Q4",4,FALSE,FALSE,"SWE",2080030160,7,18,7,8.2529030936066,1.57713327795353,0.360382455503323
"G10186 Q3.G10186 Q3.1129","G10186",2007,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G10186 Q3.G10186 Q3.1130","G10186",2008,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10186 Q3.G10186 Q3.1131","G10186",2009,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G10186 Q3.G10186 Q3.1132","G10186",2010,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G10186 Q3.G10186 Q3.1133","G10186",2011,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G10186 Q3.G10186 Q3.1134","G10186",2012,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G10186 Q3.G10186 Q3.1135","G10186",2013,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G10186 Q3.G10186 Q3.1136","G10186",2014,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G10186 Q3.G10186 Q3.1137","G10186",2015,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G10186 Q3.G10186 Q3.1139","G10186",2017,2,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,10,10,0.48797983446387,0.342229960273702,0.79344442546603
"G10186 Q3.G10186 Q3.1140","G10186",2018,1,"G10186 Q3",3,FALSE,FALSE,"SWE",2080030160,11,11,11,-0.374789416551989,0.496592874983681,0.909166639557555
"G10186 Q4.G10186 Q4.1123","G10186",1998,3,"G10186 Q4",4,TRUE,FALSE,"SWE",2080030160,7,0,1,1.35074908547973,-1.20139918682609,-2.00227210389592
"G10186 Q4.G10186 Q4.1124","G10186",1999,1,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10186 Q4.G10186 Q4.1125","G10186",2000,1,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G10186 Q4.G10186 Q4.1126","G10186",2002,2,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,4,4,0.48797983446387,-0.583947527986172,-0.319083034472825
"G10186 Q4.G10186 Q4.1127","G10186",2003,1,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,5,5,-0.374789416551989,-0.429584613276193,-0.0481501092455202
"G10186 Q4.G10186 Q4.1128","G10186",2005,2,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,7,6,0.48797983446387,-0.120858783856235,0.173218209145301
"G10186 Q4.G10186 Q4.1138","G10186",2016,11,"G10186 Q4",4,FALSE,FALSE,"SWE",2080030160,7,18,7,8.2529030936066,1.57713327795353,0.360382455503323
"G10188 Q4.G10188 Q4.1141","G10188",1993,2,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G10188 Q4.G10188 Q4.1142","G10188",1994,1,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10188 Q4.G10188 Q4.1143","G10188",1996,2,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,3,3,0.48797983446387,-0.738310442696151,-0.668376325566249
"G10188 Q4.G10188 Q4.1144","G10188",1997,1,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,4,4,-0.374789416551989,-0.583947527986172,-0.319083034472825
"G10188 Q4.G10188 Q4.1145","G10188",1999,2,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,6,5,0.48797983446387,-0.275221698566214,-0.0481501092455202
"G10188 Q4.G10188 Q4.1146","G10188",2001,2,"G10188 Q4",4,FALSE,FALSE,"FIN",2080030100,6,8,6,0.48797983446387,0.0335041308537439,0.173218209145301
"G10189 Q3.G10189 Q3.1147","G10189",1996,1,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G10189 Q3.G10189 Q3.1148","G10189",1997,1,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10189 Q3.G10189 Q3.1151","G10189",2000,3,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,4,3,1.35074908547973,-0.583947527986172,-0.668376325566249
"G10189 Q3.G10189 Q3.1152","G10189",2001,1,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,5,4,-0.374789416551989,-0.429584613276193,-0.319083034472825
"G10189 Q3.G10189 Q3.1153","G10189",2002,1,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,6,5,-0.374789416551989,-0.275221698566214,-0.0481501092455202
"G10189 Q3.G10189 Q3.1154","G10189",2003,1,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,7,6,-0.374789416551989,-0.120858783856235,0.173218209145301
"G10189 Q3.G10189 Q3.1158","G10189",2008,5,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,12,7,3.07628758751145,0.65095578969366,0.360382455503323
"G10189 Q3.G10189 Q3.1161","G10189",2011,3,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,15,8,1.35074908547973,1.1140445338236,0.522511500238724
"G10189 Q3.G10189 Q3.1163","G10189",2013,2,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,17,9,0.48797983446387,1.42277036324355,0.665519452763427
"G10189 Q3.G10189 Q3.1165","G10189",2015,2,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,19,10,0.48797983446387,1.73149619266351,0.79344442546603
"G10189 Q3.G10189 Q3.1168","G10189",2018,3,"G10189 Q3",3,FALSE,FALSE,"SWE",2080030100,11,22,11,1.35074908547973,2.19458493679345,0.909166639557555
"G10189 Q4.G10189 Q4.1149","G10189",1998,5,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,0,1,3.07628758751145,-1.20139918682609,-2.00227210389592
"G10189 Q4.G10189 Q4.1150","G10189",1999,1,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G10189 Q4.G10189 Q4.1155","G10189",2005,6,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,7,3,3.93905683852731,-0.120858783856235,-0.668376325566249
"G10189 Q4.G10189 Q4.1156","G10189",2006,1,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,8,4,-0.374789416551989,0.0335041308537439,-0.319083034472825
"G10189 Q4.G10189 Q4.1157","G10189",2007,1,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,9,5,-0.374789416551989,0.187867045563723,-0.0481501092455202
"G10189 Q4.G10189 Q4.1159","G10189",2009,2,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,11,6,0.48797983446387,0.496592874983681,0.173218209145301
"G10189 Q4.G10189 Q4.1160","G10189",2010,1,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,12,7,-0.374789416551989,0.65095578969366,0.360382455503323
"G10189 Q4.G10189 Q4.1162","G10189",2012,2,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,14,8,0.48797983446387,0.959681619113618,0.522511500238724
"G10189 Q4.G10189 Q4.1164","G10189",2014,2,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,16,9,0.48797983446387,1.26840744853358,0.665519452763427
"G10189 Q4.G10189 Q4.1166","G10189",2016,2,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,18,10,0.48797983446387,1.57713327795353,0.79344442546603
"G10189 Q4.G10189 Q4.1167","G10189",2017,1,"G10189 Q4",4,FALSE,FALSE,"SWE",2080030100,11,19,11,-0.374789416551989,1.73149619266351,0.909166639557555
"G1019 Q3.G1019 Q3.1169","G1019",2000,2,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G1019 Q3.G1019 Q3.1170","G1019",2002,2,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G1019 Q3.G1019 Q3.1171","G1019",2004,2,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,4,3,0.48797983446387,-0.583947527986172,-0.668376325566249
"G1019 Q3.G1019 Q3.1172","G1019",2005,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,5,4,-0.374789416551989,-0.429584613276193,-0.319083034472825
"G1019 Q3.G1019 Q3.1173","G1019",2006,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,6,5,-0.374789416551989,-0.275221698566214,-0.0481501092455202
"G1019 Q3.G1019 Q3.1174","G1019",2007,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,7,6,-0.374789416551989,-0.120858783856235,0.173218209145301
"G1019 Q3.G1019 Q3.1175","G1019",2008,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,8,7,-0.374789416551989,0.0335041308537439,0.360382455503323
"G1019 Q3.G1019 Q3.1176","G1019",2009,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,9,8,-0.374789416551989,0.187867045563723,0.522511500238724
"G1019 Q3.G1019 Q3.1177","G1019",2010,1,"G1019 Q3",3,FALSE,FALSE,"USA",7080047060,9,10,9,-0.374789416551989,0.342229960273702,0.665519452763427
"G10191 Q3.G10191 Q3.1183","G10191",2004,2,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G10191 Q3.G10191 Q3.1185","G10191",2006,2,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G10191 Q3.G10191 Q3.1186","G10191",2007,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,3,3,-0.374789416551989,-0.738310442696151,-0.668376325566249
"G10191 Q3.G10191 Q3.1187","G10191",2008,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,4,4,-0.374789416551989,-0.583947527986172,-0.319083034472825
"G10191 Q3.G10191 Q3.1188","G10191",2009,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,5,5,-0.374789416551989,-0.429584613276193,-0.0481501092455202
"G10191 Q3.G10191 Q3.1190","G10191",2011,2,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,7,6,0.48797983446387,-0.120858783856235,0.173218209145301
"G10191 Q3.G10191 Q3.1191","G10191",2012,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,8,7,-0.374789416551989,0.0335041308537439,0.360382455503323
"G10191 Q3.G10191 Q3.1192","G10191",2013,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,9,8,-0.374789416551989,0.187867045563723,0.522511500238724
"G10191 Q3.G10191 Q3.1193","G10191",2014,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,10,9,-0.374789416551989,0.342229960273702,0.665519452763427
"G10191 Q3.G10191 Q3.1194","G10191",2015,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,11,10,-0.374789416551989,0.496592874983681,0.79344442546603
"G10191 Q3.G10191 Q3.1196","G10191",2017,2,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,13,11,0.48797983446387,0.805318704403639,0.909166639557555
"G10191 Q3.G10191 Q3.1197","G10191",2018,1,"G10191 Q3",3,FALSE,FALSE,"SWE",2080030160,12,14,12,-0.374789416551989,0.959681619113618,1.01481274385685
"G10191 Q4.G10191 Q4.1178","G10191",1995,1,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G10191 Q4.G10191 Q4.1179","G10191",1998,3,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,3,2,1.35074908547973,-0.738310442696151,-1.16067756918438
"G10191 Q4.G10191 Q4.1180","G10191",1999,1,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,4,3,-0.374789416551989,-0.583947527986172,-0.668376325566249
"G10191 Q4.G10191 Q4.1181","G10191",2001,2,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,6,4,0.48797983446387,-0.275221698566214,-0.319083034472825
"G10191 Q4.G10191 Q4.1182","G10191",2003,2,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,8,5,0.48797983446387,0.0335041308537439,-0.0481501092455202
"G10191 Q4.G10191 Q4.1184","G10191",2005,2,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,10,6,0.48797983446387,0.342229960273702,0.173218209145301
"G10191 Q4.G10191 Q4.1189","G10191",2010,5,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,15,7,3.07628758751145,1.1140445338236,0.360382455503323
"G10191 Q4.G10191 Q4.1195","G10191",2016,6,"G10191 Q4",4,FALSE,FALSE,"SWE",2080030160,8,21,8,3.93905683852731,2.04022202208347,0.522511500238724
"G1020 Q3.G1020 Q3.1198","G1020",1999,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G1020 Q3.G1020 Q3.1199","G1020",2000,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G1020 Q3.G1020 Q3.1200","G1020",2001,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G1020 Q3.G1020 Q3.1201","G1020",2002,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G1020 Q3.G1020 Q3.1203","G1020",2003,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G1020 Q3.G1020 Q3.1205","G1020",2004,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G1020 Q3.G1020 Q3.1207","G1020",2005,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G1020 Q3.G1020 Q3.1209","G1020",2006,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G1020 Q3.G1020 Q3.1211","G1020",2007,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G1020 Q3.G1020 Q3.1213","G1020",2008,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,9,10,-0.374789416551989,0.187867045563723,0.79344442546603
"G1020 Q3.G1020 Q3.1214","G1020",2009,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,10,11,-0.374789416551989,0.342229960273702,0.909166639557555
"G1020 Q3.G1020 Q3.1216","G1020",2010,1,"G1020 Q3",3,FALSE,FALSE,"USA",7080047060,20,11,12,-0.374789416551989,0.496592874983681,1.01481274385685
